SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200861,2023-02-13T00:00:00,DEN @ MIA,W,33.48166666666667,6,15,0.4,5,13,0.385,0,0,0.0,1,5,6,0,2,1,1,0,2,0,17,6,28.2,0,0,32.0,1,1,1,1,8,31,14,45,5,2,35,42,43,42,19,15,18,41,7,7,5,1,26,49,31,35,28,4,1,21,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200847,2023-02-11T00:00:00,DEN @ CHA,W,32.166666666666664,6,14,0.429,2,7,0.286,0,0,0.0,1,5,6,2,0,1,0,0,2,1,14,14,27.2,0,0,26.0,1,1,1,1,15,31,22,40,41,28,44,42,43,42,19,15,18,5,41,7,24,1,26,25,44,18,32,4,1,40,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200831,2023-02-09T00:00:00,DEN @ ORL,L,34.45666666666666,3,16,0.188,3,12,0.25,3,3,1.0,0,3,3,0,2,0,0,0,2,1,12,-5,13.6,0,0,18.0,1,42,42,42,6,56,7,60,25,3,48,7,12,1,38,44,50,41,7,31,24,1,26,25,47,49,58,4,1,53,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200820,2023-02-07T00:00:00,DEN vs. MIN,W,28.671666666666667,11,15,0.733,4,6,0.667,4,4,1.0,1,4,5,1,1,1,0,0,1,2,30,43,39.5,0,0,42.0,1,1,1,1,34,3,14,2,14,38,2,4,6,1,19,34,32,21,21,7,24,1,5,9,2,1,7,4,1,6,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200806,2023-02-05T00:00:00,DEN @ MIN,L,31.805,7,16,0.438,2,10,0.2,6,8,0.75,0,3,3,1,2,1,1,1,2,4,22,-9,31.1,0,0,32.0,1,42,42,42,18,19,7,38,41,4,50,2,1,27,38,44,50,21,7,7,5,40,26,2,15,56,25,4,1,21,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200801,2023-02-04T00:00:00,DEN vs. ATL,W,29.77,9,16,0.563,3,8,0.375,2,2,1.0,0,2,2,1,0,3,1,0,1,1,23,15,38.9,0,0,37.0,1,1,1,1,31,7,7,19,25,18,36,15,21,1,38,53,58,21,41,1,5,1,5,25,10,16,9,4,1,15,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200783,2023-02-02T00:00:00,DEN vs. GSW,W,27.39666666666667,6,12,0.5,5,9,0.556,0,0,0.0,1,0,1,1,1,1,0,0,3,1,17,22,21.7,0,0,26.0,1,1,1,1,45,31,39,27,5,10,10,42,43,42,19,61,60,21,21,7,24,1,49,25,31,5,46,4,1,40,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200768,2023-01-31T00:00:00,DEN vs. NOP,W,30.293333333333333,5,12,0.417,3,6,0.5,0,0,0.0,3,2,5,1,2,1,0,1,4,0,13,18,21.5,0,0,24.0,1,1,1,1,26,43,39,44,25,38,15,42,43,42,2,53,32,21,7,7,24,40,55,49,46,13,47,4,1,45,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200741,2023-01-28T00:00:00,DEN @ PHI,L,28.516666666666666,7,11,0.636,5,9,0.556,1,1,1.0,0,6,6,0,0,0,0,0,2,1,20,8,27.2,0,0,31.0,1,42,42,42,36,19,45,7,5,10,10,29,36,1,38,8,18,41,41,31,24,1,26,25,21,31,32,4,1,26,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200688,2023-01-20T00:00:00,DEN vs. IND,W,31.4,8,14,0.571,3,8,0.375,0,0,0.0,0,8,8,0,0,1,0,0,1,1,19,19,31.6,0,0,32.0,1,1,1,1,19,12,22,16,25,18,36,42,43,42,38,3,7,41,41,7,24,1,5,25,23,12,24,4,1,21,1
