SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG
2022-23,1631128,Christian Braun,Christian,1610612743,DEN,Denver Nuggets,0022200653,2023-01-15T00:00:00,DEN vs. ORL,W,9.716666666666667,2,5,0.4,0,1,0.0,0,0,0.0,2,2,4,0,0,0,0,1,0,0,4,-6,8.8,0,0,8.0,1,1,1,1,54,27,23,41,26,29,26,27,29,27,2,23,16,36,32,26,17,56,1,34,34,51,37,1,1,37,1
2022-23,1631128,Christian Braun,Christian,1610612743,DEN,Denver Nuggets,0022200624,2023-01-11T00:00:00,DEN vs. PHX,W,8.633333333333333,0,2,0.0,0,1,0.0,2,2,1.0,0,0,0,0,1,1,0,0,1,1,2,-1,4.0,0,0,4.0,1,1,1,1,56,52,45,52,26,29,26,3,8,1,34,54,58,36,5,13,17,1,24,11,46,36,54,1,1,54,1
2022-23,1631128,Christian Braun,Christian,1610612743,DEN,Denver Nuggets,0022200609,2023-01-09T00:00:00,DEN vs. LAL,W,1.9166666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0.5,0,0,1.0,1,1,1,1,72,52,64,52,26,52,26,27,29,27,34,54,58,17,5,26,17,1,1,34,55,30,66,1,1,62,1
2022-23,1631128,Christian Braun,Christian,1610612743,DEN,Denver Nuggets,0022200588,2023-01-06T00:00:00,DEN vs. CLE,W,1.3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,1,1,1,1,75,52,64,52,26,52,26,27,29,27,34,54,58,36,32,26,17,1,1,34,55,30,70,1,1,70,1
2022-23,1631128,Christian Braun,Christian,1610612743,DEN,Denver Nuggets,0022200579,2023-01-05T00:00:00,DEN vs. LAC,W,12.463333333333333,2,8,0.25,0,2,0.0,0,0,0.0,0,2,2,0,0,0,0,0,1,0,4,-12,6.4,0,0,6.0,1,1,1,1,51,27,8,49,26,11,26,27,29,27,34,23,35,36,32,26,17,1,24,34,34,68,46,1,1,44,1
2022-23,1631128,Christian Braun,Christian,1610612743,DEN,Denver Nuggets,0022200557,2023-01-02T00:00:00,DEN @ MIN,L,3.033333333333333,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,3,2.0,0,0,2.0,1,50,50,50,67,41,55,1,26,52,26,27,29,27,34,54,58,36,32,26,17,1,1,34,46,20,61,1,1,58,1
2022-23,1631128,Christian Braun,Christian,1610612743,DEN,Denver Nuggets,0022200549,2023-01-01T00:00:00,DEN vs. BOS,W,25.35,1,1,1.0,0,0,0.0,0,0,0.0,0,2,2,0,1,0,0,0,1,0,2,7,3.4,0,0,4.0,1,1,1,1,13,41,55,1,26,52,26,27,29,27,34,23,35,36,5,26,17,1,24,34,46,10,56,1,1,54,1
2022-23,1631128,Christian Braun,Christian,1610612743,DEN,Denver Nuggets,0022200535,2022-12-30T00:00:00,DEN vs. MIA,W,2.9833333333333334,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,1,0,0,0,1,0,0,3,0.2,0,0,1.0,1,1,1,1,68,52,64,52,26,52,26,27,29,27,15,54,46,36,5,26,17,1,24,34,55,20,68,1,1,62,1
2022-23,1631128,Christian Braun,Christian,1610612743,DEN,Denver Nuggets,0022200522,2022-12-28T00:00:00,DEN @ SAC,L,23.95,4,5,0.8,1,1,1.0,0,0,0.0,0,0,0,0,1,0,1,1,3,1,9,-7,11.0,0,0,12.0,1,50,50,50,16,7,23,9,9,29,1,27,29,27,34,54,58,36,5,26,2,56,62,11,15,57,31,1,1,29,1
2022-23,1631128,Christian Braun,Christian,1610612743,DEN,Denver Nuggets,0022200514,2022-12-27T00:00:00,DEN @ SAC,W,13.716666666666667,2,4,0.5,0,1,0.0,0,1,0.0,1,2,3,2,1,1,1,0,0,1,4,7,15.6,0,0,13.0,1,1,1,1,44,27,32,30,26,29,26,27,25,27,15,23,23,7,5,13,2,1,1,11,34,10,21,1,1,25,1
